AUID,Last,First,Ethnea,Genni,PubCountry
9797924_2,_Durand_,_Karine_,FRENCH,F,France
14527464_3,_Shekhar_Dwivedi_,_Chandra_Shekhar_,INDIAN,M,India
6480318_1,_Hickey_Dwyer_,_marie_,ENGLISH,F,UK
14667748_5,_Nwanegbo_,_Edward_,AFRICAN,M,USA
597677_2,_Pukkala_,_Eero_,NORDIC,M,Finland
6346142_2,_Francesca_Egidi_,_Maria_,ITALIAN,F,USA
4164154_1,_Egozcue_,_Josep_,HISPANIC,M,Spain
11971998_1,_Ehrlich_,_Veronika_,GERMAN,F,Austria
5065075_2,_Eisenbach_,_Lea_,ISRAELI,F,Israel
17574103_3,_Mashiach_Eizenberg_,_Michal_,ISRAELI,M,Israel
17027531_3,_Ekman_,_Diana_Stark_,NORDIC,F,Sweden
8257744_4,_Mohmoud_Hefnawy_,_Mohamed_,ARAB,M,Egypt
12614402_1,_El_Khayat_,_Hamed_,ARAB,M,Egypt
2885023_3,_El_Omar_,_Emad_,ARAB,M,UK
6605553_1,_Luiz_Ellera_Gomes_,_Joao_,HISPANIC,M,Brazil
9590314_5,_Louzi_,_Moez_,ARAB,M,Tunisia
10817995_2,_Em_Karniadakis_,_George_,GREEK,M,USA
5096375_3,_Enayat_,_Said_,ARAB,M,UK
627028_2,_Engleman_,_Wayne_,ENGLISH,M,USA
8210929_1,_Rojas_Ramos_,_Enrique_,HISPANIC,M,Mexico
10359242_2,_Sup_Eom_,_Jin_,KOREAN,-,Korea
7923230_4,_Erdincler_,_Pamir_,TURKISH,-,Turkey
2009254_1,_Erel_,_Ozcan_,TURKISH,M,Turkey
3696408_1,_Esposito_,_Vincenzo_,ITALIAN,M,Italy
14698432_1,_Igoillo_Esteve_,_Mariana_,HISPANIC,F,Argentina
12084366_2,_Estevez_Rovira_,_Enric_,HISPANIC,M,Spain
9296921_2,_Nettis_,_Eustachio_,ITALIAN,M,Italy
8042914_2,_Eyler_Zorrilla_,_Lisa_,ENGLISH,F,USA
15366952_5,_Sonvico_,_Fabio_,ITALIAN,M,Italy
3311267_1,_Fadden_,_Grainne_,ENGLISH,F,Italy
11600431_2,_Li_,_Fanghong_,CHINESE,-,USA
16116514_2,_Kamdeu_Fansi_,_Alvine_,ENGLISH,F,Canada
16836709_2,_Farasat_,_Morteza_,ARAB,M,USA
12521284_3,_Fard_Mosavi_,_Anis_,ARAB,M,Iran
8859062_5,_Farmer_,_ivette_,ENGLISH,F,USA
7462091_2,_Fatemi_,_Hossein_,ARAB,M,USA
6661310_3,_Ferraro_,_Fausto_,ITALIAN,M,Italy
10807245_4,_Febbrari_,_paolo_,ITALIAN,M,Italy
11189219_5,_Fei_,_Zhou_,CHINESE,-,China
15220693_4,_Eduardo_Goncalves_Felga_,_Guilherme_,HISPANIC,M,Brazil
7867149_2,_Feng_,_Ting_,CHINESE,-,China
14959727_1,_Fernandes_Salomao_,_Tania_,HISPANIC,F,Brazil
15043433_4,_Fernandez_Rodriguez_,_Rogelio_,HISPANIC,M,Spain
12639417_4,_Fernandez_Munoz_,_Ivonne_,HISPANIC,F,Cuba
9798713_3,_Regalado_,_Javier_,HISPANIC,M,Spain
15091352_2,_Fernandez_Torija_,_Carlos_,HISPANIC,M,Spain
9698266_4,_Conceicao_Ferreira_,_Maria_,HISPANIC,F,Portugal
9896013_2,_Figueiredo_Neto_,_Antonio_,HISPANIC,M,Brazil
7897946_7,_Filonenko_,_Elena_,SLAV,F,Russia
5388171_1,_Paul_Finn_,_John_,ENGLISH,M,USA
16261799_1,_Macedo_Firoozmand_,_Leily_,HISPANIC,F,Brazil
17039369_1,_Nazarian_Firouzabadi_,_Farhad_,ARAB,M,Netherlands
10546011_6,_Magee_,_Michelle_Fischmann_,ENGLISH,F,USA
7031934_7,_Fisher_,_Susan_,ENGLISH,F,USA
15150243_3,_Fivian_Hughes_,_Amanda_,ENGLISH,F,UK
11536367_2,_Flohr_Beckhaus_,_Claudia_,GERMAN,F,Germany
12966388_1,_Flowers_,_Adam_,ENGLISH,M,USA
17893088_1,_Fomekong_Nanfack_,_Yves_,FRENCH,M,Netherlands
10530324_2,_Sanford_,_Jamie_,ENGLISH,-,USA
3032685_3,_Grazia_Fortina_,_Maria_,ITALIAN,F,Italy
10987425_4,_Fruttarolo_,_Francesca_,ITALIAN,F,Italy
14037293_2,_Vimercati_,_Francesco_,ITALIAN,M,Italy
1775790_2,_Franco_,_Carmen_,HISPANIC,F,Chile
1218273_2,_Laurent_,_Francois_,FRENCH,M,France
11730841_2,_Poulin_,_Lionel_Franz_,FRENCH,M,Belgium
9589234_1,_Frazer_de_Llado_,_Teresa_,ENGLISH,F,USA
17812169_2,_Frazer_,_L_Neil_,ENGLISH,M,UK
9950880_4,_Raeth_Fries_,_Isabelle_,FRENCH,F,France
18258196_5,_Fukumoto_,_Shingo_,JAPANESE,M,Japan
10344139_5,_Furak_,_Jozsef_,HUNGARIAN,M,Hungary
15683894_5,_Furuya_Yoshinaka_,_Masako_,JAPANESE,F,Japan
680823_2,_Gajalakshmi_,_Vendhan_,INDIAN,-,India
9896091_2,_Javier_Galvez_Gastelum_,_Francisco_,HISPANIC,M,Spain
11806448_3,_Gambi_,_Maria_Cristina_,ITALIAN,F,Italy
15711936_4,_Gamez_Pozo_,_Angelo_,HISPANIC,M,Spain
17761193_9,_Gang_,_Zhao_,CHINESE,M,Japan
9195754_1,_Gao_,_Yin_,CHINESE,-,China
797279_3,_Garcia_de_Miguel_,_Purificacion_,HISPANIC,F,Spain
14708044_2,_Garcia_Saenz_de_Sicilia_,_Mauricio_,HISPANIC,M,Mexico
10552743_2,_Garcia_Araya_,_Juan_,HISPANIC,M,Spain
11369114_6,_Garcia_Lorenzana_,_Mario_,HISPANIC,M,Mexico
1005872_4,_Antonio_Garcia_Merino_,_Juan_,HISPANIC,M,Spain
1005877_1,_Antonio_Rodriguez_Montes_,_Jose_,HISPANIC,M,Spain
3138958_2,_Jose_Garcia_Pola_Vallejo_,_Maria_,HISPANIC,F,Spain
18754405_13,_Martinez_Garcia_,_Alfonso_,HISPANIC,M,Mexico
16080651_3,_Stapleton_Garcia_,_Carlos_,ENGLISH,M,Portugal
16831173_1,_Gardiner_,_Robert_Frank_,ENGLISH,M,Australia
9453979_1,_Garnache_Ottou_,_Francine_,FRENCH,F,France
6994178_1,_Garrido_Pertierra_,_Amando_,HISPANIC,M,Spain
9711018_2,_Garrido_,_Myriam_,HISPANIC,F,Spain
12735603_3,_Garry_McCoy_,_Alice_,ENGLISH,F,USA
9502599_5,_Sow_,_Amy_Gassama_,AFRICAN,F,Senegal
17129407_1,_Gathmann_,_Sven_,GERMAN,M,Germany
10145077_3,_Ling_Gau_,_Meei_,CHINESE,-,Taiwan
18177660_1,_Ghimire_Gautam_,_Usha_,INDIAN,F,Japan
11508288_3,_Gauthier_Moussard_,_Cecile_,FRENCH,F,France
4079505_4,_Gavilan_,_Inmaculada_,HISPANIC,F,Spain
8678703_1,_Gaxiola_Lopez_,_Efrain_,HISPANIC,M,USA
9977321_4,_Gayathri_,_Narayanappa_,INDIAN,-,India
10764189_2,_Geadelmann_,_Jill_,GERMAN,F,USA
11956772_5,_Ravindran_,_Geeta_,INDIAN,F,India
16081741_2,_Gelbard_Sagiv_,_Hagar_,ISRAELI,F,Israel
16650000_1,_Geller_Rhomberg_,_Simone_,GERMAN,F,Austria
10888326_3,_Geun_Jeong_,_Bong_,KOREAN,M,Korea
4317098_2,_Kiss_,_Geza_,HUNGARIAN,M,Hungary
10567702_3,_Ghanaat_Pour_,_Hamedeh_,ARAB,-,Sweden
6196872_3,_Sahar_,_Gideon_,ISRAELI,M,Israel
7108709_1,_Jose_Gil_Gibernau_,_Juan_,HISPANIC,M,Spain
11230728_20,_Negri_,_Giovanni_,ITALIAN,M,Italy
10150394_2,_Girones_Sarrio_,_Regina_,HISPANIC,F,Spain
6264560_3,_Godoy_Mayoral_,_Raul_,HISPANIC,M,Spain
11102053_3,_Mohammadi_,_Mahmood_,ARAB,M,Iran
11586433_4,_Gomes_de_Melo_,_Wlademir_,HISPANIC,M,Brazil
6974880_3,_Gomez_Gutierrez_,_Manuel_,HISPANIC,M,Spain
7260864_3,_Gomez_Marin_,_Orlando_,HISPANIC,M,USA
10532119_6,_Gomez_Rivera_,_Fernando_,HISPANIC,M,USA
12471299_4,_Manuel_Gomez_,_Jose_,HISPANIC,M,Switzerland
7723909_1,_Gonzalez_,_Robinson_,HISPANIC,M,Chile
3393048_2,_Gonzalez_Gomez_,_Cristina_,HISPANIC,F,Spain
12175606_2,_Iglesias_,_Veronica_,HISPANIC,F,Chile
16579181_3,_Gonzalez_Leon_,_Mayda_,HISPANIC,F,Cuba
16347571_3,_Gonzalez_Villanueva_,_Enrique_,HISPANIC,M,Chile
12191863_1,_Mariano_Gonzalez_Reche_,_Luis_,HISPANIC,M,Germany
9768285_1,_Gonzalez_,_Grehete_,HISPANIC,-,Cuba
11397111_3,_Jesus_Lopez_Gonzalez_,_Juan_,HISPANIC,M,Spain
7210463_3,_Gopal_,_Krishna_,INDIAN,M,USA
17159184_5,_Gopinathan_,_Patinharayil_,INDIAN,-,Korea
12503988_1,_Jean_Gordon_Lubitz_,_Rebecca_,ENGLISH,F,USA
599375_1,_Gordon_Weeks_,_Phillip_,ENGLISH,M,UK
13622623_2,_Jane_Gould_,_Hannah_,ENGLISH,F,UK
15895545_3,_Lapointe_Goupil_,_Richard_,ENGLISH,M,Canada
11824777_7,_Granado_Duque_,_Angel_,HISPANIC,M,Venezuela
16666813_1,_Grandmougin_Ferjani_,_Anne_,FRENCH,F,France
8653622_4,_Granes_Ibanez_,_Pilar_,HISPANIC,F,Spain
14269002_3,_Grant_,_Naomi_,ENGLISH,F,Canada
10209954_3,_Luca_Gravina_,_Giovanni_,ITALIAN,M,Italy
7738887_3,_Gray_,_Alexandra_,ENGLISH,F,UK
11903785_2,_Green_,_Maryann_,ENGLISH,F,SouthAfrica
124320_1,_Greene_,_Doug_,ENGLISH,M,USA
345094_2,_Francis_Le_Grice_,_Stuart_,ENGLISH,M,USA
3647847_1,_Griffith_Whitley_,_Georgia_,ENGLISH,F,USA
2378673_3,_Gruffat_Mouty_,_Dominique_,FRENCH,-,France
12566182_3,_Grymowicz_,_Monika_,SLAV,F,Poland
1398628_1,_Huang_,_Guang_Qi_,CHINESE,-,China
14736097_1,_Leon_Guerrero_,_Rachael_,ENGLISH,F,USA
1442755_6,_Gueye_Ndiaye_,_Aissatou_,AFRICAN,F,USA
15899401_1,_Guillen_Navarro_,_Karina_,HISPANIC,F,Mexico
11721470_1,_Guo_,_Su_fang_,CHINESE,-,China
1863952_3,_Qi_,_Guo_ming_,CHINESE,-,China
9365951_1,_Kumar_Gupta_,_Pradeep_,INDIAN,M,India
10968037_3,_Kaur_,_Gurpreet_,INDIAN,F,India
8073329_1,_Lorena_Gutierrez_Escolano_,_Ana_,HISPANIC,F,Mexico
1433263_6,_ten_Haaft_,_Peter_,DUTCH,M,Netherlands
3947543_3,_Halevy_Levin_,_Sarah_,ISRAELI,F,Israel
11038561_4,_Hamada_Tsutsumi_,_Susumu_,JAPANESE,M,Japan
9491175_4,_Okan_Hamamci_,_Enver_,TURKISH,M,Turkey
18520480_5,_Hamed_,_Mostafa_,ARAB,M,Egypt
7503008_9,_Hammami_,_Sonia_,ARAB,F,Tunisia
2992742_1,_Hammond_,_Elizabeth_,ENGLISH,F,USA
15081983_1,_Kyllonen_,_Hanna_,NORDIC,F,Finland
11305578_1,_Laz_Haque_,_Tabassum_,ARAB,F,Japan
1682814_4,_Sham_,_Mai_Har_,CHINESE,F,HongKong
15691674_3,_von_Harbou_,_Kai_,GERMAN,M,USA
2406376_2,_Harel_Fisch_,_Yossi_,ISRAELI,M,USA
12490673_1,_Hargrave_Barnes_,_Kimberly_,ENGLISH,F,USA
5014442_2,_Hartzell_,_Criss_,ENGLISH,M,USA
12056953_1,_Sibley_Hash_,_Kendall_Sibley_,ENGLISH,M,USA
15457330_2,_Nik_Hassan_,_Nik_,ARAB,M,UK
2140113_1,_Hassanzadeh_,_Mohammad_,ARAB,M,Iran
6612525_2,_van_Hasselt_,_Charles_Andrew_,CHINESE,M,HongKong
15795370_2,_Haverlock_Moyns_,_Sarah_,ENGLISH,F,USA
7833956_5,_Haydel_,_Farish_,ENGLISH,-,USA
14511525_4,_He_,_Jiping_,CHINESE,M,USA
12430021_2,_Healy_Fried_,_Martha_,ENGLISH,F,USA
7848702_4,_Carlos_Hermoso_Torres_,_Jose_,HISPANIC,M,Brazil
6523343_1,_Maria_Hernandez_Rivas_,_Jesus_,HISPANIC,M,Spain
12515809_4,_Sanchez_Hernandez_,_Marta_,HISPANIC,F,Netherlands
11602145_2,_Hernando_Real_,_Susana_,HISPANIC,F,Spain
9912032_4,_Christopher_Herren_,_Michael_,ENGLISH,M,USA
3602667_1,_Herrera_Hernandez_,_Miguel_,HISPANIC,M,Mexico
405723_3,_Herrera_Rodriguez_,_Roberto_,HISPANIC,M,Mexico
1332577_7,_Nishibori_,_Hideki_,JAPANESE,M,Japan
16592099_3,_Hie_,_Tan_Boen_,CHINESE,F,USA
12358794_4,_St_Hillaire_,_Coryse_,FRENCH,F,USA
12398401_3,_Murakami_,_Hitoshi_,JAPANESE,M,Japan
15744803_1,_Ho_Song_,_Dong_Ho_,CHINESE,M,Korea
5863833_2,_Hoa_,_Nguyen_Van_,VIETNAMESE,M,VietNam
2057212_3,_Sailer_Hock_,_Michaela_,GERMAN,F,Austria
16377606_3,_Keany_Hodorowski_,_Julie_,ENGLISH,F,USA
4089652_2,_Hollis_,_Marcus_,ENGLISH,M,USA
1913564_2,_Honeyman_Buck_PhD_,_Janice_,ENGLISH,F,USA
18182712_2,_Zhang_,_Hong_Liang_,CHINESE,M,China
2743041_6,_Yi_,_Hong_,CHINESE,-,China
17281280_3,_Ren_,_Hongliang_,CHINESE,M,China
5679970_1,_Horvat_Knezevic_,_Anica_,SLAV,F,Serbia
8015420_1,_Ohmura_Hoshino_,_Mari_,JAPANESE,F,Japan
7909522_2,_Yang_,_Huasheng_,CHINESE,M,China
2676013_5,_Hultman_,_C_Scott_,ENGLISH,M,USA
3337261_1,_Gregory_Hundley_,_William_,ENGLISH,M,USA
8472712_5,_Raedle_Hurst_,_Tanja_,GERMAN,F,Germany
12617757_1,_Inagaki_Tachibana_,_Eiko_,JAPANESE,F,Japan
8597288_1,_Isaki_,_Hisayuki_,JAPANESE,M,Japan
6945688_2,_Katsumi_,_Isobe_,JAPANESE,-,Japan
15991681_2,_Osztheimer_,_Istvan_,HUNGARIAN,M,Hungary
5945504_5,_Jagiello_Wojtowicz_,_Ewa_,SLAV,F,Poland
12371466_1,_Sturge_Jacobs_,_Marilyn_,ENGLISH,F,Canada
4554754_5,_Jafari_Shakib_,_Reza_,ARAB,M,Iran
9458085_3,_Jalava_,_Paivi_,NORDIC,F,Finland
11885051_3,_Jambrosic_Sakoman_,_Andrea_,SLAV,F,Croatia
18751301_1,_Shadle_James_,_Kathy_,ENGLISH,F,USA
8744777_1,_Jamison_,_Curtis_,ENGLISH,M,USA
11381340_1,_Jasmin_Jamora_,_Maria_,FRENCH,F,USA
11869171_3,_Jansen_Van_Rosendaal_,_Aarnout_,DUTCH,-,Netherlands
9048514_6,_Jansen_McWilliams_,_Linda_,DUTCH,F,USA
1768833_1,_Ratnaraj_,_Jebadurai_,INDIAN,-,USA
688801_3,_Kluger_,_Jeffrey_,ENGLISH,M,USA
15115658_2,_Jeon_,_Eun_Suk_,KOREAN,F,Korea
12134099_9,_Yeong_Jeon_,_Jang_,KOREAN,-,Korea
12611236_2,_Jercic_,_M_Isabel_,HISPANIC,F,Chile
12048816_2,_Ji_,_Shulan_,CHINESE,-,China
17114814_1,_Jia_,_Le_,CHINESE,-,China
12674637_1,_Wan_,_Jian_Qing_,CHINESE,-,China
19208069_5,_Liang_,_Jianfeng_,CHINESE,M,China
7774458_1,_Jiang_,_Yan_Rong_,CHINESE,M,China
11432065_2,_Jiang_,_Zhanpeng_,CHINESE,-,China
12736459_2,_Liu_,_Jiaqin_,CHINESE,-,China
9868149_4,_Jimenez_,_David_,HISPANIC,M,Spain
11782916_1,_Federico_Jimenez_Kairuz_,_Alvaro_,HISPANIC,M,Argentina
10465579_1,_Alejandro_Jimenez_Orozco_,_Fausto_,HISPANIC,M,Mexico
9373905_3,_Jimenez_Sanchidrian_,_Cesar_,HISPANIC,M,Spain
16272846_3,_Jin_,_Ung_,KOREAN,-,Korea
11955415_5,_Liu_,_Jin_Cheng_,CHINESE,M,China
12479105_5,_Jing_,_Li_,CHINESE,-,China
18342655_1,_Liang_,_Jinying_,CHINESE,-,China
9690756_2,_Johansson_Kark_,_Malin_,NORDIC,F,Sweden
1301940_2,_Saint_Jore_,_Bruno_,FRENCH,M,USA
7847096_1,_Joshi_Jubert_,_Nayana_,INDIAN,-,Spain
14678456_2,_Ju_Kim_,_Seog_,KOREAN,-,Korea
1632712_2,_Juarez_Herrera_,_Ursulo_,HISPANIC,-,Mexico
16007561_2,_Juarez_Congelosi_,_Marisa_,HISPANIC,F,USA
17880102_2,_Wan_,_Junfen_,CHINESE,-,China
12671547_5,_Luisa_Junquera_Llaneza_,_Maria_,HISPANIC,F,Spain
7980861_3,_Yang_,_Jun_Shan_,CHINESE,-,China
8845043_3,_Jyothi_,_paniyadi_,INDIAN,-,India
11044122_5,_Mikkola_,_Hanna_,NORDIC,F,USA
6194790_1,_Waller_,_Edmund_,ENGLISH,M,USA
16179134_1,_Kadifkova_Panovska_,_Tatjana_,SLAV,F,Macedonia
16723096_4,_Ma_,_Kai_Wang_,CHINESE,M,China
11347908_1,_Ioanna_Kalantzi_,_Olga_,GREEK,F,UK
16888399_2,_Moosa_,_Nooruddin_Kalaparambil_,ARAB,-,UnitedArabEmirates
6602364_3,_Elias_Kalil_Filho_,_Jorge_,HISPANIC,M,Brazil
15637470_4,_Sumitra_,_Kamalanathan_,INDIAN,-,India
15609035_1,_Kamath_,_Jagannath_,INDIAN,M,India
12453690_4,_Iris_Kan_Aytac_,_Irem_,TURKISH,F,Turkey
8843456_1,_Ranganathan_,_Kannan_,INDIAN,M,India
7301383_1,_Kaposi_Novak_,_Pal_,HUNGARIAN,M,Hungary
8769239_3,_Kart_Koseoglu_,_Hamide_,TURKISH,F,Turkey
8975710_3,_Kasten_Sportes_,_Carol_,ENGLISH,F,USA
10425145_1,_Nishimura_,_Kazuhiko_,JAPANESE,M,Japan
6580361_7,_Yamada_,_Kazuhiro_,JAPANESE,M,Japan
11438388_1,_Nakao_,_Kazuhito_,JAPANESE,M,Japan
9141551_2,_Kemp_,_Fred_,ENGLISH,M,UK
3585608_3,_Kendall_Tackett_,_Kathleen_,ENGLISH,F,USA
11019555_1,_Kerr_,_Alexander_Ross_,ENGLISH,M,USA
10437450_1,_Kettunen_,_Tarja_,NORDIC,F,Finland
7412252_3,_Abdul_Khadeer_,_Mohammed_,ARAB,M,USA
13779722_2,_Khaleque_,_Md_Abdul_,ARAB,M,USA
11686395_2,_Khoshknabi_,_Dilara_Seyidova_,ARAB,F,USA
7439982_9,_Kiley_Mullaly_,_Susan_,ENGLISH,F,USA
10632933_1,_Seok_Kim_,_Hyung_,KOREAN,M,Korea
12748279_3,_Wook_Kim_,_Jin_Wook_,KOREAN,M,USA
2487405_2,_Seog_Kim_,_Won_,KOREAN,-,Korea
2816770_6,_Spencer_,_Kirk_,ENGLISH,M,USA
10308360_2,_Kiyak_,_Asuman_,TURKISH,F,USA
8917440_1,_Meyer_Klaucke_,_Wolfram_,GERMAN,M,Germany
11817940_1,_Ko_,_Sangwon_,KOREAN,M,Korea
2842223_2,_Takahashi_,_Noriko_,JAPANESE,F,Japan
14993782_5,_Kobayashi_,_Yutaka_,JAPANESE,M,Japan
8869020_8,_Peleg_,_Kobi_,ISRAELI,-,Israel
8282537_2,_Suk_Koh_,_Woo_,KOREAN,-,Korea
8910227_2,_Koike_Tani_,_Maki_,JAPANESE,F,Japan
1455284_1,_Loong_Kong_,_Hwai_,CHINESE,-,Singapore
2056279_5,_Kooy_Winkelaar_,_Yvonne_,DUTCH,F,Netherlands
11445691_1,_Korach_Andre_,_Marion_,FRENCH,F,USA
15819504_4,_Korcova_Miertusova_,_Renata_,SLAV,F,Italy
14330674_1,_Korn_,_Owen_,ENGLISH,M,Chile
9662746_1,_Korobowicz_Markiewicz_,_Agnieszka_,SLAV,F,Poland
11776555_3,_Zhang_,_Kou_xing_,CHINESE,-,China
7075152_1,_Kox_D_,_Wolfgang_,GERMAN,M,Germany
17777737_5,_Krider_,_Philip_,ENGLISH,M,USA
3488973_4,_Cherukuri_Krishna_,_Murali_,ENGLISH,M,USA
9438848_7,_Krishna_,_Urlam_Murali_,INDIAN,M,USA
12144787_2,_Krug_von_Nidda_,_Tassilo_,GERMAN,M,Switzerland
7141262_2,_Rytlewski_,_Krzysztof_,SLAV,M,Poland
1695148_3,_Kuhn_,_Hans_Georg_,GERMAN,M,Germany
10778464_1,_Rivers_,_Kandis_,ENGLISH,F,USA
6512650_3,_Kunz_Renggli_,_Christina_,GERMAN,F,Switzerland
567829_2,_Kusnierz_Cabala_,_Beata_,SLAV,F,Poland
16242371_4,_Santos_,_Jane_,HISPANIC,F,Brazil
15209314_5,_Laberty_Robert_,_Christel_,FRENCH,F,France
18694793_2,_Lan_,_Xi_,CHINESE,-,China
12325002_1,_Langer_Machova_,_Zuzana_,SLAV,F,Germany
485168_1,_Langston_Unkefer_,_Pat_,ENGLISH,-,USA
12805888_2,_Lansink_,_Alfons_Oude_,DUTCH,M,Netherlands
8551030_2,_Lape_Nixon_,_Mary_,ENGLISH,F,USA
8025783_3,_Larru_Cabrero_,_Emilio_,HISPANIC,M,Spain
16360139_2,_Lassi_Tucci_,_Glenda_,HISPANIC,F,Switzerland
8423602_2,_St_Laurent_,_Denis_,FRENCH,M,USA
12825336_3,_Mourot_,_Laurent_,FRENCH,M,France
16616110_9,_Lay_Son_,_Guillermo_,HISPANIC,M,Chile
12514032_4,_Lecomte_Pradines_,_Catherine_,FRENCH,F,France
18576564_1,_Lee_Parsons_,_Carolyn_,ENGLISH,F,USA
12721382_5,_Yeon_Lee_,_Ji_Yeon_,KOREAN,F,Korea
9400842_3,_Seong_Lee_,_Jin_,KOREAN,-,Korea
10656433_12,_Lefresne_,_Florence_,FRENCH,F,France
10646971_1,_Mazumdar_Leighton_,_Sudeshna_,INDIAN,F,India
9856617_1,_Merrick_,_Elizabeth_,ENGLISH,F,USA
8931417_3,_Lenac_Rovis_,_Tihana_,SLAV,F,Croatia
12368040_5,_Lenhard_,_Miriam_,GERMAN,F,Germany
15745669_2,_Leon_Artozqui_,_Marta_,HISPANIC,F,Spain
1655534_1,_Weiner_,_Lev_,ISRAELI,M,Israel
7756009_4,_Lezcano_Garcia_,_Elena_,HISPANIC,F,Spain
8977502_3,_Li_,_Xiu_Min_,CHINESE,F,USA
1711359_5,_Qian_Li_,_Min_,CHINESE,-,China
540015_3,_Li_,_Steven_,ENGLISH,M,USA
10388373_1,_Francisco_Lia_Mondelli_,_Rafael_,HISPANIC,M,Brazil
15707494_1,_Zhong_,_Liang_,CHINESE,-,Singapore
2079709_3,_Loewenstein_,_yael_,ISRAELI,F,Israel
3367349_3,_Turolla_,_Licia_,ITALIAN,F,Italy
11885454_2,_Missana_,_Liliana_,HISPANIC,F,Japan
11903305_3,_Lillo_Le_Louet_,_Agnes_,FRENCH,F,France
9661984_1,_Resende_Viana_Lima_,_Nilo_,HISPANIC,M,Brazil
9326249_1,_Roberto_Moura_Lima_,_Paulo_,HISPANIC,M,Brazil
11948604_4,_Lin_,_James_Cheng_An_,CHINESE,M,Taiwan
10559466_4,_Lindmark_,_Maria_,NORDIC,F,Sweden
9030665_1,_Lira_Carmona_,_Rosalia_,HISPANIC,F,USA
7915703_2,_Luis_Lledo_Navarro_,_Jose_,HISPANIC,M,Spain
3483458_2,_Romaguera_Lliso_,_Amparo_,HISPANIC,F,Spain
9206067_3,_Lo_,_Ivan_Fai_man_,CHINESE,M,HongKong
11380698_5,_Van_Loock_,_Marnix_,DUTCH,M,Belgium
8716867_2,_Lopez_Rodriguez_,_Luis_,HISPANIC,M,Spain
7488688_6,_Lopez_Romero_,_Andres_,HISPANIC,M,Spain
6247284_3,_Lopez_Borges_,_Susana_,HISPANIC,F,Mexico
16270988_5,_Lopez_Franco_,_Carlos_,HISPANIC,M,Mexico
11671869_3,_Lopez_Ortiz_,_Fernando_,HISPANIC,M,Spain
15262536_4,_Lopez_Viota_Gallardo_,_Julian_,HISPANIC,M,Spain
3631499_1,_Weiler_Lorentz_,_Arnulf_,GERMAN,M,Germany
3626665_1,_Lozano_Molero_,_Miguel_,HISPANIC,M,Spain
12905714_2,_Lu_,_Zhaolin_,CHINESE,-,China
15643540_3,_Luca_Salvagno_,_Gian_,ITALIAN,M,Italy
16817061_5,_Lucero_Liu_,_Ana_,HISPANIC,F,USA
5855530_3,_Lucic_Vrdoljak_,_Ana_,SLAV,F,Croatia
587011_1,_Ludington_Hoe_,_Susan_,ENGLISH,F,USA
7769163_2,_Lumbroso_Le_Rouic_,_Livia_,FRENCH,F,France
4231235_2,_Lust_,_David_,ENGLISH,M,USA
16866556_1,_Luu_,_Kim_Ngoc_,ENGLISH,-,USA
10566656_3,_Ly_Tran_,_Siv_,NORDIC,F,Belgium
11536961_6,_Lyyra_Laitinen_,_Tiina_,NORDIC,F,Finland
14528707_1,_MacKenzie_,_Regina_,ENGLISH,F,Canada
16028021_5,_Madden_Smith_,_Claire_,ENGLISH,F,UK
16570692_1,_Sundaram_,_Madhivanan_,INDIAN,-,India
1635402_3,_Madurga_Sanz_,_Mariano_,HISPANIC,M,Spain
16707870_3,_Carolina_Magalhaes_de_Andrade_Goes_,_Ana_,HISPANIC,F,Brazil
109719_1,_Kathy_Magilvy_,_Joan_,ENGLISH,F,USA
16814488_3,_Vaz_Magni_,_Elisa_,HISPANIC,F,Brazil
8630071_1,_Majerova_Uhlikova_,_Tat_ana_,SLAV,F,CzechRepublic
8760181_2,_Makikallio_,_Timo_,NORDIC,M,Finland
16476319_1,_Mallo_Garcia_,_Susana_,HISPANIC,F,Spain
4748965_3,_Mangelsdorff_,_David_,ENGLISH,M,USA
380596_2,_Manjarrez_Gutierrez_,_Gabriel_,HISPANIC,M,Mexico
11109744_2,_Mankiewicz_Boczek_,_Joanna_,SLAV,F,Poland
7667240_3,_Manonelles_Fernandez_,_Anton_,HISPANIC,M,Spain
12117605_1,_Nossin_Manor_,_Revital_,ISRAELI,F,Israel
8113590_3,_Mantilla_Morales_,_Alejandra_,HISPANIC,F,Mexico
16047010_5,_Manuel_Miralles_Tena_,_Juan_,HISPANIC,M,Spain
1560093_2,_Maria_Marce_Recasens_,_Rosa_,HISPANIC,F,Spain
3870567_5,_Steemans_,_Margino_,DUTCH,-,Belgium
4764546_11,_Maria_Viver_,_Josep_,HISPANIC,M,Spain
14689307_2,_Angel_Marin_Gabriel_,_Miguel_,HISPANIC,M,Spain
15082184_1,_Marin_Spiotta_,_Alejandro_,HISPANIC,M,USA
11201354_1,_Maritz_Olivier_,_Christine_,FRENCH,F,SouthAfrica
19379315_1,_Marr_,_Amanda_,ENGLISH,F,USA
305355_6,_Giovanna_Marrosu_,_Maria_,ITALIAN,F,Italy
15333163_3,_Martin_Arnau_,_Ana_,HISPANIC,F,Spain
19203665_5,_Martin_Armentia_,_Blanca_,HISPANIC,F,Spain
7643008_1,_Martin_Porter_,_Edith_,HISPANIC,F,USA
18330567_3,_San_Martin_Uriz_,_Patxi_,HISPANIC,M,Spain
11672320_5,_Martinez_Ataz_,_Ernesto_,HISPANIC,M,Spain
